what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467968259516
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467968260963
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1467968263285
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467968266515
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467968266797
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1467968266797
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1467968374691
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PropertiesFileEditor",1467968374734
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1467968383747
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467968384898
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467968399845
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1467968402721
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PropertiesFileEditor",1467968417709
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1467968442900
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467968444882
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467968455911
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1467968462572
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1467968467611
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467968471246
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467968544131
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1467968546382
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1467968558446
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1467968565466
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1467968575969
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1467968589280
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1467968597308
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1467968601671
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1467968603231
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1467968606614
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467968610781
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467968611287
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1467968611304
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467968685546
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467968686123
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467968687886
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467968690039
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1467968692161
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1467968692192
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1467968697340
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1467968712550
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467968712565
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467968713813
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467968716778
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467968717060
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1467968717076
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1467969384447
