what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467887026706
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467887029576
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467887052930
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1467887064646
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1467887073335
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1467887073351
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1467887078967
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467887079918
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467887081572
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467887082009
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467887089185
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467887096613
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467887201276
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467887202651
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467887205339
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467887238668
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467887241086
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467887243099
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467887245498
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1467887246028
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467887247577
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467887248654
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467887251603
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467887329538
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PropertiesFileEditor",1467887332634
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1467887346075
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1467887348111
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467887349755
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467887350862
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1467887352654
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1467887353176
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PropertiesFileEditor",1467887354135
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1467887354969
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1467887356365
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467887389699
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467887393958
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467887395986
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467887400291
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1467887400416
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467887404785
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467887506673
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1467887509699
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467887513756
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467887629147
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1467887664777
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1467887746508
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1467887746945
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PropertiesFileEditor",1467887756040
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467887762764
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467887876887
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1467887888091
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PropertiesFileEditor",1467887894752
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1467887904814
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1467887909978
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1467887912708
